PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,learnableSkills
469,메가자리,,Bug,Flying,86,76,86,116,56,95,1:최면술|1:그림자분신|1:깜짝베기|1:에어슬래시|14:전광석화|22:초음파|30:벌레먹음|38:페인트|46:싫은소리
470,리피아,,Grass,,65,110,130,60,65,95,0:쑥쑥봄버|1:몸통박치기|1:이판사판태클|1:물기|1:스피드스타|1:바톤터치|1:탐내다|5:모래뿌리기|15:전광석화|25:씨뿌리기|35:광합성|45:기가드레인|55:리프블레이드
471,글레이시아,,Ice,,65,60,110,130,95,65,0:꽁꽁프로스트|1:몸통박치기|1:이판사판태클|1:울음소리|1:애교부리기|1:도우미|1:흉내쟁이|10:얼다바람|20:초롱초롱눈동자|30:물기|40:값 없음|50:미러코트|60:뒀다쓰기
472,글라이온,,Ground,Flying,75,95,125,45,75,95,1:독침|1:단단해지기|1:베어가르기|1:번개엄니|1:불꽃엄니|16:연속자르기|22:애크러뱃|30:유턴|40:시저크로스|50:칼춤
473,맘모꾸리,,Ice,Ground,110,130,80,70,60,80,0:더블어택|1:바둥바둥|1:진흙뿌리기|1:원시의힘|15:얼음뭉치|25:버티기|37:망각술|51:지진|65:난동부리기
474,폴리곤Z,,Normal,,85,80,70,135,75,90,1:몸통박치기|1:텍스처|1:전자부유|1:트릭룸|20:환상빔|30:고속이동|40:방전|50:매직코트|60:전자포
475,엘레이드,,Psychic,Fighting,68,125,65,65,115,80,0:베어가르기|1:울음소리|1:염동력|1:최면술|1:꿈먹기|1:연속자르기|1:봉인|1:리프블레이드|1:성스러운칼|1:드레인키스|1:값 없음|12:페인트|18:제비반환|28:방어|42:사이코커터|56:와이드가드
476,대코파스,,Rock,Steel,60,55,145,75,150,40,0:트라이어택|1:단단해지기|1:블록|1:중력|1:와이드가드|13:전기자석파|19:스파크|25:파워젬|31:방전|37:대지의힘|43:전자포
477,야느와르몽,,Ghost,,45,100,135,65,135,45,1:불꽃펀치|1:번개펀치|1:째려보기|1:놀래키기|1:섀도펀치|1:야습|16:나이트헤드|24:도깨비불|32:병상첨병|42:섀도볼|54:길동무
478,눈여아,,Ice,Ghost,70,80,70,80,70,110,0:병상첨병|1:째려보기|1:그림자분신|1:방어|1:웨더볼|1:놀래키기|1:괴상한바람|20:드레인키스|30:얼음숨결|40:값 없음|54:오로라베일|68:눈보라
479,로토무,,Electric,Ghost,50,50,77,95,77,91,1:그림자분신|5:전기쇼크|15:충전|25:전기자석파|35:병상첨병|45:트릭|55:소란피기
480,유크시,,Psychic,,75,75,130,75,130,95,1:트라이어택|1:신비의부적|1:사이코커터|1:매직룸|1:사이드체인지|1:염동력|7:스피드스타|21:환상빔|35:신통력|49:사이코키네시스|63:미래예지|77:추억의선물
481,엠라이트,,Psychic,,80,105,105,105,105,80,1:트라이어택|1:신비의부적|1:사이코커터|1:매직룸|1:사이드체인지|1:염동력|7:스피드스타|21:환상빔|35:신통력|49:사이코키네시스|63:미래예지|77:치유소원
482,아그놈,,Psychic,,75,125,70,125,70,115,1:자폭|1:코골기|1:아이언테일|1:승부굳히기|1:원더룸|1:돌림노래|1:와이드포스|1:잠자기|14:판별|28:봉인|42:나쁜음모|56:소란피기|70:뒀다쓰기|84:신비의힘
483,디아루가,,Steel,Dragon,100,120,120,150,100,90,1:겁나는얼굴|8:용의숨결|24:베어가르기|40:드래곤크루|56:파워젬|72:대지의힘|88:시간의포효
484,펄기아,,Water,Dragon,90,120,100,150,120,100,1:겁나는얼굴|8:용의숨결|24:베어가르기|48:파동탄|64:아쿠아테일|80:공간절단
485,히드런,,Fire,Steel,91,90,106,130,106,77,1:째려보기|6:메탈크로우|18:불꽃엄니|30:아이언헤드|42:분연|54:대지의힘|66:스톤에지
486,레지기가스,,Normal,,110,160,110,80,110,100,1:막치기|1:잼잼펀치|6:보복|18:짓밟기|30:탁쳐서떨구기|42:바디프레스|54:사념의박치기|66:암해머|78:묵사발
487,기라티나,,Ghost,Dragon,150,100,120,100,120,90,1:야습|1:용의숨결|14:원시의힘|28:베어가르기|42:섀도크루|56:파동탄|70:대지의힘|84:길동무
488,크레세리아,,Psychic,,120,70,120,75,130,85,1:염동력|6:흰안개|18:환상빔|30:베어가르기|42:달의불빛|54:사이코키네시스|66:미래예지|72:초승달의기도
489,피오네,,Water,,80,80,80,80,80,80,1:물대포|16:초음파|31:녹기|46:물의파동|61:다이빙|75:값 없음
490,마나피,,Water,,100,100,100,100,100,100,1:하트스웹|1:물대포|16:초음파|31:녹기|46:물의파동|61:다이빙|76:값 없음
491,다크라이,,Dark,,70,90,90,135,90,125,1:사슬묶기|1:따라가때리기|20:최면술|38:나이트헤드|57:흑안개|75:나쁜음모|93:악의파동
492,쉐이미,,Grass,,100,100,100,100,100,100,1:나뭇잎|10:메지컬리프|28:광합성|46:자연의은혜|64:아로마테라피|82:천사의키스|100:시드플레어
493,아르세우스,,Normal,,120,120,120,120,120,120,1:지구던지기|1:혼내기|20:대지의힘|40:신속|60:미래예지|80:파괴광선|100:심판의뭉치
494,비크티니,,Psychic,Fire,100,100,100,100,100,100,1:염동력|1:기충전|1:V제너레이트|14:불태우기|28:박치기|42:사념의박치기|56:기사회생|70:이판사판태클|84:오버히트
495,주리비얀,,Grass,,45,45,55,45,55,63,1:몸통박치기|5:덩굴채찍|13:성장|19:씨뿌리기|25:힘껏치기|31:똬리틀기|37:위액
496,샤비,,Grass,,60,60,75,60,75,83,1:덩굴채찍|1:김밥말이|13:성장|20:씨뿌리기|28:힘껏치기|36:똬리틀기|44:위액
497,샤로다,,Grass,,75,75,95,75,95,113,1:덩굴채찍|1:김밥말이|13:성장|20:씨뿌리기|28:힘껏치기|38:똬리틀기|50:위액
498,뚜꾸리,,Fire,,65,63,45,45,45,45,1:몸통박치기|5:불꽃세례|13:웅크리기|19:스모그|25:돌진|31:승부굳히기|37:양날박치기|43:플레어드라이브
499,차오꿀,,Fire,Fighting,90,93,55,70,55,55,0:손바닥치기|1:꼬리흔들기|1:버티기|15:니트로차지|23:구르기|31:히트스탬프|39:화염방사|47:울부짖기
500,염무왕,,Fire,Fighting,110,123,65,100,65,65,1:버티기|1:몸통박치기|1:불꽃세례|13:웅크리기|20:스모그|28:돌진|38:승부굳히기|50:양날박치기|62:플레어드라이브
501,수댕이,,Water,,55,55,45,63,45,45,1:몸통박치기|5:물대포|13:기충전|19:연속자르기|25:제비반환|31:앵콜|37:원수갚기|43:하이드로펌프
502,쌍검자비,,Water,,75,75,60,83,60,60,1:몸통박치기|1:물대포|13:기충전|21:연속자르기|29:제비반환|37:앵콜|45:원수갚기|53:하이드로펌프
503,대검귀,,Water,,95,100,85,108,70,70,0:베어가르기|1:꼬리흔들기|1:메가폰|13:기충전|21:연속자르기|29:제비반환|39:앵콜|51:원수갚기|63:하이드로펌프
504,보르쥐,,Normal,,45,55,39,35,39,42,1:몸통박치기|6:물기|11:판별|16:깨물어부수기|21:분노의앞니|26:기충전|31:필살앞니|36:검은눈빛|41:힘껏치기
505,보르그,,Normal,,60,85,69,60,69,77,0:이상한빛|1:몸통박치기|1:물기|1:일구기|11:판별|16:깨물어부수기|22:분노의앞니|29:기충전|36:필살앞니|43:검은눈빛|50:힘껏치기
506,요테리,,Normal,,45,60,45,25,45,55,1:몸통박치기|4:분발|12:원수갚기|20:치근거리기|28:돌진|36:기사회생|44:뒀다쓰기
507,하데리어,,Normal,,65,80,65,35,65,60,1:몸통박치기|1:물기|12:원수갚기|24:치근거리기|36:돌진|48:기사회생|60:뒀다쓰기
508,바랜드,,Normal,,85,110,90,45,90,80,1:몸통박치기|1:물기|1:얼음엄니|1:분발|19:초롱초롱눈동자|30:깨물어부수기|46:도우미|62:울부짖기|78:기가임팩트
509,쌔비냥,,Dark,,41,50,37,50,37,66,1:할퀴기|4:모래뿌리기|12:마구할퀴기|21:승부굳히기|28:기습|36:깜짝베기
510,레파르다스,,Dark,,64,88,50,88,50,106,1:조수|1:모래뿌리기|1:속이다|16:트집|28:손톱갈기|40:나쁜음모|52:치근거리기
511,야나프,,Grass,,50,53,48,53,48,64,1:할퀴기|4:째려보기|10:덩굴채찍|16:씨뿌리기|22:씨폭탄|28:내던지기|34:풀묶기|40:자연의은혜
512,야나키,,Grass,,75,98,63,98,63,101,1:할퀴기|1:덩굴채찍|1:물기|1:내던지기|1:풀묶기|1:자연의은혜|1:째려보기|1:마구할퀴기
513,바오프,,Fire,,50,53,48,53,48,64,1:할퀴기|4:째려보기|10:불태우기|16:하품|22:불꽃튀기기|28:내던지기|34:불대문자|40:자연의은혜
514,바오키,,Fire,,75,98,63,98,63,101,1:할퀴기|1:불태우기|1:물기|1:내던지기|1:불대문자|1:자연의은혜|1:째려보기|1:마구할퀴기
515,앗차프,,Water,,50,53,48,53,48,64,1:할퀴기|4:째려보기|10:물대포|16:물놀이|22:열탕|28:내던지기|34:소금물|40:자연의은혜
516,앗차키,,Water,,75,98,63,98,63,101,1:할퀴기|1:물대포|1:물기|1:내던지기|1:소금물|1:자연의은혜|1:째려보기|1:마구할퀴기
517,몽나,,Psychic,,76,25,45,67,55,24,1:웅크리기|1:사이코웨이브|8:환상빔|16:달의불빛|24:사념의박치기|32:하품|40:문포스|48:미래예지
518,몽얌나,,Psychic,,116,55,85,107,95,29,1:사이코웨이브|1:사이코키네시스|1:웅크리기|1:꿈먹기|1:미래예지|1:하품|1:명상|1:원더룸|1:문포스
519,콩둘기,,Normal,Flying,50,55,50,36,30,43,1:바람일으키기|4:째려보기|12:도발|20:뽐내기|28:판별|36:날개쉬기|44:불새
520,유토브,,Normal,Flying,62,77,62,50,42,65,1:바람일으키기|1:울음소리|12:도발|20:뽐내기|34:판별|44:날개쉬기|56:불새
521,켄호로우,,Normal,Flying,80,115,80,65,55,93,1:바람일으키기|1:울음소리|12:도발|20:뽐내기|36:판별|50:날개쉬기|66:불새
522,줄뮤마,,Electric,,45,60,32,50,32,76,1:전광석화|8:충전|15:전기자석파|22:스파크|29:방전|35:와일드볼트
523,제브라이카,,Electric,,75,100,63,80,63,116,1:꼬리흔들기|1:전광석화|1:플라스마샤워|18:니트로차지|31:짓밟기|42:고속이동|53:난동부리기
524,단굴,,Rock,,55,75,85,25,25,15,1:모래뿌리기|4:단단해지기|12:진흙뿌리기|20:철벽|28:스톤샤워|36:모래바람|44:대폭발
525,암트르,,Rock,,70,105,105,50,40,20,0:파워젬|1:몸통박치기|1:스텔스록|16:떨어뜨리기|24:박치기|36:락블레스트|48:스톤에지
526,기가이어스,,Rock,,85,135,130,60,80,25,1:모래뿌리기|1:단단해지기|1:스텔스록|16:떨어뜨리기|24:박치기|36:락블레스트|48:스톤에지
527,또르박쥐,,Psychic,Flying,55,45,43,55,43,72,1:바람일으키기|5:염동력|15:에어컷터|25:승부굳히기|35:에어슬래시|45:명상|55:심플빔
528,맘박쥐,,Psychic,Flying,67,57,55,77,55,114,1:바람일으키기|1:헤롱헤롱|15:에어컷터|25:승부굳히기|35:에어슬래시|45:명상|55:심플빔
529,두더류,,Ground,,60,85,40,30,45,68,1:진흙뿌리기|1:흙놀이|8:손톱갈기|16:메탈크로우|24:브레이크크루|32:구멍파기|40:드릴라이너|48:땅가르기
530,몰드류,,Ground,Steel,110,135,60,50,65,88,0:뿔드릴|1:진흙뿌리기|1:흙놀이|1:손톱갈기|16:메탈크로우|24:브레이크크루|34:구멍파기|46:드릴라이너|58:땅가르기
531,다부니,,Normal,,103,60,86,60,86,50,1:막치기|4:차밍보이스|12:도우미|20:사념의박치기|28:당신먼저|36:심플빔|44:치유의파동|52:동료만들기|60:뒀다쓰기
532,으랏차,,Fighting,,75,80,55,25,35,35,1:막치기|4:안다리걸기|12:기충전|20:스톤샤워|28:겁나는얼굴|36:암해머|44:엄청난힘
533,토쇠골,,Fighting,,85,105,85,40,50,40,1:막치기|1:안다리걸기|1:참기|16:벌크업|24:힘껏치기|36:폭발펀치|48:스톤에지|60:힘껏펀치
534,노보청,,Fighting,,105,140,95,55,65,45,1:막치기|1:안다리걸기|1:참기|16:벌크업|24:힘껏치기|36:폭발펀치|48:스톤에지|60:힘껏펀치
535,동챙이,,Water,,50,50,40,50,40,64,1:거품|1:에코보이스|8:초음파|16:돌림노래|24:바둥바둥|32:아쿠아링|40:탁류|48:하이드로펌프
536,두까비,,Water,Ground,75,65,55,65,55,69,1:거품|1:초음파|1:에코보이스|16:돌림노래|24:바둥바둥|37:아쿠아링|48:탁류|60:하이드로펌프
537,두빅굴,,Water,Ground,105,95,75,85,75,74,0:드레인펀치|1:울음소리|1:용해액|1:에코보이스|16:돌림노래|24:바둥바둥|39:아쿠아링|54:탁류|70:하이드로펌프
538,던지미,,Fighting,,120,100,85,30,85,45,1:바위깨기|1:참기|1:조이기|10:배대뒤치기|20:리벤지|30:업어후리기|40:지구던지기|50:기사회생
539,타격귀,,Fighting,,75,125,75,30,75,85,1:째려보기|1:참기|10:두번치기|20:로킥|30:원수갚기|40:카운터|50:기사회생
540,두르보,,Bug,Grass,45,53,70,40,60,42,1:몸통박치기|8:벌레먹음|22:벌레의저항|31:끈적끈적네트|43:바둥바둥
541,두르쿤,,Bug,Grass,55,63,90,50,80,42,0:방어|1:잎날가르기|1:벌레먹음|22:벌레의저항|31:끈적끈적네트|43:바둥바둥
542,모아머,,Bug,Grass,75,103,80,70,80,92,0:베어가르기|1:끈적끈적네트|1:방어|1:잎날가르기|1:풀피리|1:바둥바둥|22:벌레의저항|32:도우미|39:시저크로스|46:칼춤
543,마디네,,Bug,Poison,30,45,59,30,39,57,1:독침|4:구르기|12:포이즌테일|20:벌레먹음|28:돌진|36:맹독|44:이판사판태클
544,휠구,,Bug,Poison,40,55,99,40,79,47,0:철벽|1:웅크리기|1:구르기|16:싫은소리|26:베놈쇼크|38:고속이동|50:베놈트랩
545,펜드라,,Bug,Poison,60,100,89,55,69,112,1:독침|1:방어|1:바톤터치|12:포이즌테일|20:벌레먹음|34:돌진|50:맹독|66:이판사판태클
546,소미안,,Grass,Fairy,40,27,60,37,50,66,1:흡수|3:요정의바람|12:메가드레인|18:성장|24:기가드레인|30:씨뿌리기|36:에너지볼|42:죽기살기|48:솔라빔
547,엘풍,,Grass,Fairy,60,67,85,77,75,116,1:바람일으키기|1:메가드레인|1:성장|1:솔라빔|1:저리가루|1:기가드레인|1:쾌청|1:도우미|1:순풍|1:코튼가드|1:요정의바람
548,치릴리,,Grass,,45,35,50,70,50,30,1:흡수|3:도우미|9:메가드레인|15:메지컬리프|21:기가드레인|27:당신먼저|33:광합성|39:동료만들기
549,드레디어,,Grass,,70,60,75,110,75,90,0:꽃잎댄스|1:메가드레인|1:성장|1:수면가루|1:애교부리기|1:쾌청|1:흔들흔들댄스|1:리프스톰|1:동료만들기|1:꽃보라
550,배쓰나이,,Water,,70,92,65,80,55,98,1:꼬리흔들기|4:몸통박치기|12:아쿠아제트|20:겁나는얼굴|28:물붓기|36:돌진|44:웨이브태클|52:이판사판태클
551,깜눈크,,Ground,Dark,50,72,35,35,35,65,1:째려보기|3:모래뿌리기|9:모래지옥|15:물기|21:구멍파기|27:깨물어부수기|33:속임수|39:난동부리기
552,악비르,,Ground,Dark,60,82,45,45,45,74,1:모래뿌리기|1:손톱갈기|9:모래지옥|15:물기|21:구멍파기|27:깨물어부수기|35:속임수|47:난동부리기
553,악비아르,,Ground,Dark,95,117,80,65,70,92,1:모래뿌리기|1:손톱갈기|9:모래지옥|15:물기|21:구멍파기|27:깨물어부수기|35:속임수|51:난동부리기
554,달막화,,Fire,,70,90,45,15,45,50,1:몸통박치기|4:도발|12:불태우기|20:불꽃엄니|28:불꽃펀치|36:배북|44:난동부리기
555,불비달마,,Fire,,105,140,55,30,55,95,0:암해머|1:물기|1:도발|16:분발|24:박치기|32:소란피기|44:플레어드라이브|56:엄청난힘
556,마라카치,,Grass,,75,86,67,106,67,60,1:쪼기|1:뿌리박기|1:니들가드|8:메가드레인|16:기습|24:기가드레인|32:광합성|40:목화포자|48:솔라빔|56:꽃잎댄스
557,돌살이,,Bug,Rock,50,65,85,35,35,55,1:모래뿌리기|4:껍질에숨기|12:벌레먹음|20:베어가르기|28:스텔스록|36:시저크로스|44:껍질깨기
558,암팰리스,,Bug,Rock,70,95,125,65,75,45,1:모래뿌리기|1:연속자르기|12:벌레먹음|20:베어가르기|28:스텔스록|38:시저크로스|50:껍질깨기
559,곤율랭,,Dark,Fighting,50,75,70,35,70,48,1:째려보기|4:보복|12:모래뿌리기|20:방어|28:겁나는얼굴|36:뽐내기|44:무릎차기|52:양날박치기
560,곤율거니,,Dark,Fighting,65,90,115,45,115,58,1:박치기|1:안다리걸기|1:속여때리기|16:객기|24:집단구타|32:깨트리다|42:깨물어부수기|54:힘껏펀치
561,심보러,,Psychic,Flying,72,58,80,103,80,97,1:바람일으키기|5:중력|15:에어컷터|25:날려버리기|35:에어슬래시|45:순풍|50:리플렉터|60:스킬스웹
562,데스마스,,Ghost,,38,30,85,55,65,30,1:방어|1:회복봉인|8:나이트헤드|16:도깨비불|24:병상첨병|32:원념|40:섀도볼|48:가드셰어|52:길동무
563,데스니칸,,Ghost,,58,50,145,95,105,30,0:섀도크루|1:흑안개|1:겁나는얼굴|1:회복봉인|16:도깨비불|24:병상첨병|32:원념|44:섀도볼|56:가드셰어|62:길동무
564,프로토가,,Water,Rock,54,78,103,53,45,22,1:물대포|1:참기|6:아쿠아제트|12:원시의힘|18:와이드가드|24:스톤샤워|30:저주|36:아쿠아테일|42:하이드로펌프
565,늑골라,,Water,Rock,74,108,133,83,65,32,1:물대포|1:방어|1:참기|12:원시의힘|18:와이드가드|24:스톤샤워|30:저주|36:아쿠아테일|46:하이드로펌프
566,아켄,,Rock,Flying,55,112,45,74,45,70,1:째려보기|3:돌떨구기|9:용의숨결|15:쪼아대기|21:유턴|27:겁나는얼굴|33:고속이동|39:드래곤크루|45:죽기살기
567,아케오스,,Rock,Flying,75,140,65,112,65,110,1:날개치기|1:돌떨구기|9:용의숨결|15:쪼아대기|21:유턴|27:겁나는얼굴|33:고속이동|41:드래곤크루|51:죽기살기
568,깨봉이,,Poison,,50,50,62,40,62,65,1:막치기|3:리사이클|9:망각술|15:독압정|21:비축하기|24:돌진|30:맹독|37:아픔나누기|42:대폭발
569,더스트나,,Poison,,80,95,82,60,82,75,1:막치기|1:독가스|1:리사이클|9:망각술|15:독압정|21:비축하기|24:누르기|30:맹독|39:아픔나누기|48:대폭발
570,조로아,,Dark,,40,65,40,80,40,65,1:할퀴기|4:트집|12:마구할퀴기|20:도발|28:거짓울음|36:봉인|44:나쁜음모
571,조로아크,,Dark,,60,105,60,120,60,105,0:깜짝베기|1:째려보기|1:유턴|1:겁나는얼굴|12:마구할퀴기|24:탁쳐서떨구기|34:고속이동|46:나이트버스트|58:속임수
572,치라미,,Normal,,55,50,40,40,40,75,1:막치기|4:도우미|12:노래하기|20:스피드스타|28:당신먼저|36:간지르기|44:하이퍼보이스
573,치라치노,,Normal,,75,95,60,65,60,115,0:스위프뺨치기|1:스피드스타|1:도우미|1:간지르기|1:뒀다쓰기|1:에코보이스|1:기관총|1:애교부리기
574,고디탱,,Psychic,,45,30,50,55,65,45,1:막치기|4:친해지기|12:환상빔|20:사이코쇼크|28:거짓울음|34:회복봉인|40:부추기기|48:매직룸
575,고디보미,,Psychic,,60,45,70,75,85,55,1:막치기|1:간지르기|12:환상빔|20:사이코쇼크|28:거짓울음|35:자기암시|46:부추기기|58:매직룸
576,고디모아젤,,Psychic,,70,55,95,95,110,65,1:막치기|1:간지르기|12:환상빔|20:사이코쇼크|28:거짓울음|35:자기암시|48:부추기기|64:매직룸
577,유니란,,Psychic,,45,30,40,105,50,20,1:염동력|1:사이코웨이브|8:죽기살기|16:애교부리기|24:빛의장막|28:사이드체인지|36:사이코키네시스|44:미래예지|48:원더룸
578,듀란,,Psychic,,65,40,50,125,60,30,1:염동력|1:사이코웨이브|1:죽기살기|12:환상빔|20:사이코쇼크|24:리플렉터|35:아픔나누기|46:스킬스웹|52:미래예지
579,란쿨루스,,Psychic,,110,65,75,125,85,30,0:암해머|1:HP회복|1:죽기살기|1:사이코웨이브|12:환상빔|20:사이코쇼크|24:리플렉터|35:아픔나누기|48:스킬스웹|56:미래예지
580,꼬지보리,,Water,Flying,62,44,50,44,50,55,1:물대포|9:날개치기|15:제비반환|21:깃털댄스|27:에어슬래시|34:비바라기|41:브레이브버드
581,스완나,,Water,Flying,75,87,63,87,63,98,1:날개치기|1:안개제거|15:제비반환|21:깃털댄스|27:에어슬래시|34:비바라기|47:브레이브버드
582,바닐프티,,Ice,,36,50,50,65,60,44,1:단단해지기|1:눈싸라기|8:흰안개|16:눈사태|24:고드름침|32:녹기|40:냉동빔|48:절대영도
583,바닐리치,,Ice,,51,65,65,80,75,59,1:흰안개|1:도발|1:눈싸라기|16:눈사태|24:고드름침|32:녹기|44:냉동빔|56:절대영도
584,배바닐라,,Ice,,71,95,85,110,95,79,1:흰안개|1:도발|1:눈싸라기|1:고드름떨구기|12:얼다바람|20:싸라기눈|28:소란피기|38:미러코트|52:눈보라
585,사철록,,Normal,Grass,60,60,50,40,50,75,1:몸통박치기|4:울음소리|10:두번치기|16:기관총|24:사념의박치기|32:애교부리기|42:솔라빔
586,바라철록,,Normal,Grass,80,100,70,60,70,95,0:우드호른|1:몸통박치기|1:보호색|10:두번치기|16:기관총|24:사념의박치기|36:애교부리기|52:솔라빔
587,에몽가,,Electric,Flying,55,75,60,75,60,103,1:꼬리흔들기|5:그림자분신|15:전기쇼크|25:애크러뱃|35:앵콜|45:빛의장막|55:고속이동
588,딱정곤,,Bug,,50,75,45,40,45,60,1:째려보기|4:연속자르기|12:칼등치기|20:박치기|28:겁나는얼굴|36:칼춤|44:벌레의야단법석
589,슈바르고,,Bug,Steel,70,135,105,60,105,20,1:돌진|1:째려보기|1:바둥바둥|1:버티기|1:퍼스트가드|1:더블니들|16:애시드봄|24:기사회생|32:시저크로스|40:아이언헤드|48:기가임팩트
590,깜놀버슬,,Grass,Poison,69,55,45,55,55,15,1:흡수|4:성장|12:메가드레인|20:클리어스모그|28:기가드레인|36:맹독|44:솔라빔
591,뽀록나,,Grass,Poison,114,85,70,85,80,30,1:흡수|1:저리가루|1:참기|16:광합성|24:달콤한향기|32:뿌리박기|42:분노가루|54:버섯포자
592,탱그릴,,Water,Ghost,55,40,50,65,85,40,1:물대포|1:물놀이|8:나이트헤드|16:비바라기|24:소금물|32:섀도볼|41:하이드로펌프|48:해수스파우팅
593,탱탱겔,,Water,Ghost,100,60,70,85,105,60,1:독침|1:물놀이|1:흡수|1:녹기|16:비바라기|24:소금물|32:섀도볼|43:하이드로펌프|54:해수스파우팅
594,맘복치,,Water,,165,75,80,40,45,65,1:막치기|1:물놀이|9:아쿠아제트|13:와이드가드|25:물의파동|33:물붓기|41:소금물|49:바다회오리
595,파쪼옥,,Bug,Electric,50,47,50,57,50,65,1:흡수|1:거미집|8:벌레먹음|16:전기자석파|24:고속이동|32:베어가르기|40:싫은소리|48:벌레의야단법석
596,전툴라,,Bug,Electric,70,77,60,97,60,108,0:끈적끈적네트|1:연속자르기|1:일렉트릭네트|12:실뿜기|20:일렉트릭볼|28:기습|39:방전|50:위액
597,철시드,,Grass,Steel,44,50,91,24,86,10,1:몸통박치기|5:메탈크로우|15:뿌리박기|25:아이언헤드|35:철벽|45:자이로볼
598,너트령,,Grass,Steel,74,94,131,54,116,20,0:파워휩|1:바늘미사일|1:메탈크로우|15:뿌리박기|25:아이언헤드|35:철벽|49:자이로볼
599,기어르,,Steel,,40,55,70,45,60,30,1:찝기|4:조이기|12:차지빔|20:바디퍼지|28:싫은소리|36:록온|44:전자포
600,기기어르,,Steel,,60,80,95,70,85,50,1:찝기|1:전기쇼크|12:차지빔|20:바디퍼지|28:싫은소리|36:록온|48:전자포
601,기기기어르,,Steel,,60,100,115,70,85,90,1:찝기|1:전기쇼크|1:자기장조작|12:차지빔|20:바디퍼지|28:싫은소리|36:록온|48:전자포|64:일렉트릭필드
602,저리어,,Electric,,35,55,40,45,40,60,1:몸통박치기|1:스파크
603,저리릴,,Electric,,65,85,70,75,70,40,0:깨물어부수기|1:박치기|1:스파크|1:플라스마샤워|19:용해액|44:10만볼트|54:똬리틀기|64:위액|74:난동부리기
604,저리더프,,Electric,,85,115,80,105,80,50,1:10만볼트|1:몸통박치기|1:전기자석파|1:차지빔|1:조이기|1:용해액|1:깨물어부수기|1:위액|1:똬리틀기
605,리그레,,Psychic,,55,55,55,85,55,30,1:울음소리|6:봉인|12:순간이동|24:가드셰어|30:박치기|43:HP회복|54:원더룸
606,벰크,,Psychic,,75,75,75,125,95,40,1:울음소리|1:싱크로노이즈|1:봉인|8:회복봉인|24:가드셰어|30:박치기|45:HP회복|60:원더룸
607,불켜미,,Ghost,Fire,50,30,55,65,55,20,1:스모그|4:불꽃세례|12:이상한빛|20:도깨비불|28:나이트헤드|36:섀도볼|44:봉인|52:오버히트
608,램프라,,Ghost,Fire,60,40,60,95,60,55,1:불꽃세례|1:스모그|12:이상한빛|20:도깨비불|28:나이트헤드|36:섀도볼|46:봉인|58:오버히트
609,샹델라,,Ghost,Fire,60,55,90,145,90,80,1:불꽃세례|1:나이트헤드|1:이상한빛|1:저주|1:섀도볼|1:추억의선물|1:놀래키기|1:병상첨병
610,터검니,,Dragon,,46,87,60,30,40,57,1:할퀴기|3:물기|9:승부굳히기|15:베어가르기|21:겁나는얼굴|27:용의춤|33:기충전|39:칼춤|45:가위자르기
611,액슨도,,Dragon,,66,117,70,40,50,67,1:할퀴기|1:물기|1:더블촙|12:도발|18:드래곤크루|24:깨물어부수기|30:와이드브레이커|36:용의파동|46:역린|56:기가임팩트
612,액스라이즈,,Dragon,,76,147,90,60,70,97,1:할퀴기|1:물기|1:더블촙|12:도발|18:드래곤크루|24:깨물어부수기|30:와이드브레이커|36:용의파동|46:역린|60:기가임팩트
613,코고미,,Ice,,55,70,40,60,40,40,1:울음소리|3:버티기|9:얼다바람|15:소금물|21:베어가르기|27:애교부리기|33:난동부리기|39:눈보라
614,툰베어,,Ice,,95,110,80,70,80,50,0:고드름떨구기|1:마구할퀴기|1:버티기|1:아쿠아제트|9:얼다바람|15:소금물|21:베어가르기|27:뽐내기|33:난동부리기|41:눈보라|51:엄청난힘
615,프리지오,,Ice,,70,50,30,95,135,105,1:조이기|4:이상한빛|12:얼다바람|16:흑안개|24:오로라빔|32:깜짝베기|40:빛의장막|44:HP회복|52:녹기|60:절대영도
616,쪼마리,,Bug,,50,40,85,40,65,25,1:흡수|4:용해액|12:메가드레인|20:하품|28:기가드레인|36:누르기|44:벌레의야단법석
617,어지리더,,Bug,,80,70,40,100,60,145,1:누르기|1:흡수|1:전광석화|1:녹기|1:하품|1:애시드봄|12:메가드레인|20:스피드스타|28:기가드레인|36:유턴|44:벌레의야단법석|52:맹독
618,메더,,Ground,Electric,109,66,84,81,99,32,1:몸통박치기|1:전기쇼크|1:흙놀이|10:머드숏|20:충전|30:일렉트릭필드|40:탁류|50:바둥바둥
619,비조푸,,Fighting,,45,85,50,55,50,65,1:막치기|5:속이다|15:마구할퀴기|25:발경|35:드레인펀치|45:파동탄|55:명상
620,비조도,,Fighting,,65,125,60,95,60,105,1:막치기|1:판별|1:퍼스트가드|20:와이드가드|30:유턴|40:손톱갈기|53:뛰어오르다|66:무릎차기
621,크리만,,Dragon,,77,120,90,60,90,48,1:할퀴기|5:물기|15:메탈크로우|25:베어가르기|35:손톱갈기|45:아이언헤드|55:엄청난힘
622,골비람,,Ground,Ghost,59,74,50,35,50,35,1:진흙뿌리기|4:웅크리기|12:섀도펀치|20:나이트헤드|28:철벽|36:섀도볼|44:고스트다이브|52:지진
