PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,ExpYield,GrowthRate,CatchRate,LearnableSkills
497,샤로다,,Grass,,75,75,95,75,95,113,264,MediumSlow,45,1:덩굴채찍|1:몸통박치기|1:김밥말이|1:째려보기|13:성장|16:메지컬리프|20:씨뿌리기|24:메가드레인|28:힘껏치기|32:리프블레이드|38:똬리틀기|44:기가드레인|50:위액|56:리프스톰
498,뚜꾸리,,Fire,,65,63,45,45,45,45,62,MediumSlow,45,1:몸통박치기|3:꼬리흔들기|5:불꽃세례|9:버티기|13:웅크리기|15:니트로차지|19:스모그|21:구르기|25:돌진|27:히트스탬프|31:승부굳히기|33:화염방사|37:양날박치기|39:울부짖기|43:플레어드라이브
499,차오꿀,,Fire,Fighting,90,93,55,70,55,55,146,MediumSlow,45,0:손바닥치기|1:몸통박치기|1:꼬리흔들기|1:불꽃세례|1:버티기|13:웅크리기|15:니트로차지|20:스모그|23:구르기|28:돌진|31:히트스탬프|36:승부굳히기|39:화염방사|44:양날박치기|47:울부짖기|52:플레어드라이브
500,염무왕,,Fire,Fighting,110,123,65,100,65,65,264,MediumSlow,45,1:버티기|1:암해머|1:몸통박치기|1:꼬리흔들기|1:불꽃세례|1:손바닥치기|13:웅크리기|15:니트로차지|20:스모그|23:구르기|28:돌진|31:히트스탬프|38:승부굳히기|43:화염방사|50:양날박치기|55:울부짖기|62:플레어드라이브
501,수댕이,,Water,,55,55,45,63,45,45,62,MediumSlow,45,1:몸통박치기|5:꼬리흔들기|5:물대포|11:물붓기|13:기충전|17:셸블레이드|19:연속자르기|23:물의파동|25:제비반환|29:아쿠아제트|31:앵콜|35:아쿠아테일|37:원수갚기|41:칼춤|43:하이드로펌프
502,쌍검자비,,Water,,75,75,60,83,60,60,145,MediumSlow,45,1:몸통박치기|1:꼬리흔들기|1:물대포|1:물붓기|13:기충전|18:셸블레이드|21:연속자르기|26:물의파동|29:제비반환|34:아쿠아제트|37:앵콜|42:아쿠아테일|45:원수갚기|50:칼춤|53:하이드로펌프
503,대검귀,,Water,,95,100,85,108,70,70,264,MediumSlow,45,0:베어가르기|1:몸통박치기|1:꼬리흔들기|1:물대포|1:메가폰|1:물붓기|13:기충전|18:셸블레이드|21:연속자르기|25:물의파동|29:제비반환|34:아쿠아제트|39:앵콜|46:아쿠아테일|51:원수갚기|58:칼춤|63:하이드로펌프
504,보르쥐,,Normal,,45,55,39,35,39,42,51,MediumFast,255,1:몸통박치기|3:째려보기|6:물기|8:참기|11:판별|13:모래뿌리기|16:깨물어부수기|18:최면술|21:분노의앞니|23:당신먼저|26:기충전|28:분발|31:필살앞니|33:나쁜음모|36:검은눈빛|38:바톤터치|41:힘껏치기
505,보르그,,Normal,,60,85,69,60,69,77,147,MediumFast,255,0:이상한빛|1:분발|1:몸통박치기|1:째려보기|1:물기|1:안다리걸기|1:일구기|8:참기|11:판별|13:모래뿌리기|16:깨물어부수기|18:최면술|22:분노의앞니|25:당신먼저|29:기충전|32:자기암시|36:필살앞니|39:나쁜음모|43:검은눈빛|46:바톤터치|50:힘껏치기
506,요테리,,Normal,,45,60,45,25,45,55,55,MediumSlow,255,1:몸통박치기|1:째려보기|4:분발|8:물기|12:원수갚기|17:초롱초롱눈동자|20:치근거리기|24:깨물어부수기|28:돌진|32:도우미|36:기사회생|40:울부짖기|44:뒀다쓰기|48:기가임팩트
507,하데리어,,Normal,,65,80,65,35,65,60,130,MediumSlow,120,1:몸통박치기|1:째려보기|1:물기|1:분발|12:원수갚기|19:초롱초롱눈동자|24:치근거리기|30:깨물어부수기|36:돌진|42:도우미|48:기사회생|54:울부짖기|60:뒀다쓰기|66:기가임팩트
508,바랜드,,Normal,,85,110,90,45,90,80,250,MediumSlow,45,1:몸통박치기|1:째려보기|1:물기|1:번개엄니|1:얼음엄니|1:불꽃엄니|1:분발|12:원수갚기|19:초롱초롱눈동자|24:치근거리기|30:깨물어부수기|38:돌진|46:도우미|54:기사회생|62:울부짖기|70:뒀다쓰기|78:기가임팩트
509,쌔비냥,,Dark,,41,50,37,50,37,66,56,MediumFast,255,1:할퀴기|1:울음소리|4:모래뿌리기|5:속이다|12:마구할퀴기|16:트집|21:승부굳히기|24:손톱갈기|28:기습|32:나쁜음모|36:깜짝베기|40:치근거리기
510,레파르다스,,Dark,,64,88,50,88,50,106,156,MediumFast,90,1:조수|1:할퀴기|1:모래뿌리기|1:울음소리|1:속이다|12:마구할퀴기|16:트집|23:승부굳히기|28:손톱갈기|34:기습|40:나쁜음모|46:깜짝베기|52:치근거리기
511,야나프,,Grass,,50,53,48,53,48,64,63,MediumFast,190,1:할퀴기|1:친해지기|4:째려보기|7:핥기|10:덩굴채찍|13:마구할퀴기|16:씨뿌리기|19:물기|22:씨폭탄|25:트집|28:내던지기|31:애크러뱃|34:풀묶기|37:리사이클|40:자연의은혜|43:깨물어부수기
512,야나키,,Grass,,75,98,63,98,63,101,174,MediumFast,75,1:할퀴기|1:친해지기|1:덩굴채찍|1:씨뿌리기|1:물기|1:트집|1:내던지기|1:애크러뱃|1:풀묶기|1:리사이클|1:자연의은혜|1:깨물어부수기|1:째려보기|1:핥기|1:마구할퀴기|1:씨폭탄
513,바오프,,Fire,,50,53,48,53,48,64,63,MediumFast,190,1:할퀴기|1:친해지기|4:째려보기|7:핥기|10:불태우기|13:마구할퀴기|16:하품|19:물기|22:불꽃튀기기|25:망각술|28:내던지기|31:애크러뱃|34:불대문자|37:리사이클|40:자연의은혜|43:깨물어부수기
514,바오키,,Fire,,75,98,63,98,63,101,174,MediumFast,75,1:할퀴기|1:친해지기|1:불태우기|1:하품|1:물기|1:망각술|1:내던지기|1:애크러뱃|1:불대문자|1:리사이클|1:자연의은혜|1:깨물어부수기|1:째려보기|1:핥기|1:마구할퀴기|1:불꽃튀기기
515,앗차프,,Water,,50,53,48,53,48,64,63,MediumFast,190,1:할퀴기|1:친해지기|4:째려보기|7:핥기|10:물대포|13:마구할퀴기|16:물놀이|19:물기|22:열탕|25:도발|28:내던지기|31:애크러뱃|34:소금물|37:리사이클|40:자연의은혜|43:깨물어부수기
516,앗차키,,Water,,75,98,63,98,63,101,174,MediumFast,75,1:할퀴기|1:친해지기|1:물대포|1:물놀이|1:물기|1:도발|1:내던지기|1:애크러뱃|1:소금물|1:리사이클|1:자연의은혜|1:깨물어부수기|1:째려보기|1:핥기|1:마구할퀴기|1:열탕
517,몽나,,Psychic,,76,25,45,67,55,24,58,Fast,190,1:웅크리기|1:어시스트파워|1:사이코웨이브|4:최면술|8:환상빔|12:봉인|16:달의불빛|20:매직코트|24:사념의박치기|28:명상|32:하품|36:사이코키네시스|40:문포스|44:꿈먹기|48:미래예지|52:원더룸
518,몽얌나,,Psychic,,116,55,85,107,95,29,170,Fast,75,1:사이코웨이브|1:환상빔|1:사이코키네시스|1:최면술|1:웅크리기|1:주술|1:꿈먹기|1:달의불빛|1:미래예지|1:매직코트|1:하품|1:봉인|1:명상|1:사념의박치기|1:원더룸|1:어시스트파워|1:문포스|1:사이코필드
519,콩둘기,,Normal,Flying,50,55,50,36,30,43,53,MediumSlow,255,1:바람일으키기|1:울음소리|4:째려보기|8:전광석화|12:도발|16:에어컷터|20:뽐내기|24:깃털댄스|28:판별|32:에어슬래시|36:날개쉬기|40:순풍|44:불새
520,유토브,,Normal,Flying,62,77,62,50,42,65,125,MediumSlow,120,1:바람일으키기|1:째려보기|1:울음소리|1:전광석화|12:도발|16:에어컷터|20:뽐내기|26:깃털댄스|34:판별|38:에어슬래시|44:날개쉬기|50:순풍|56:불새
521,켄호로우,,Normal,Flying,80,115,80,65,55,93,244,MediumSlow,45,1:바람일으키기|1:째려보기|1:울음소리|1:전광석화|12:도발|16:에어컷터|20:뽐내기|26:깃털댄스|36:판별|42:에어슬래시|50:날개쉬기|58:순풍|66:불새
522,줄뮤마,,Electric,,45,60,32,50,32,76,59,MediumFast,190,1:전광석화|4:꼬리흔들기|8:충전|11:전격파|15:전기자석파|18:니트로차지|22:스파크|25:짓밟기|29:방전|33:고속이동|35:와일드볼트|40:난동부리기
523,제브라이카,,Electric,,75,100,63,80,63,116,174,MediumFast,75,1:꼬리흔들기|1:전기자석파|1:전광석화|1:충전|1:플라스마샤워|11:전격파|18:니트로차지|25:스파크|31:짓밟기|36:방전|42:고속이동|47:와일드볼트|53:난동부리기
524,단굴,,Rock,,55,75,85,25,25,15,56,MediumSlow,255,1:모래뿌리기|1:몸통박치기|4:단단해지기|8:스텔스록|12:진흙뿌리기|16:떨어뜨리기|20:철벽|24:박치기|28:스톤샤워|32:락블레스트|36:모래바람|40:스톤에지|44:대폭발
525,암트르,,Rock,,70,105,105,50,40,20,137,MediumSlow,120,0:파워젬|1:모래뿌리기|1:몸통박치기|1:단단해지기|1:스텔스록|12:진흙뿌리기|16:떨어뜨리기|20:철벽|24:박치기|30:스톤샤워|36:락블레스트|42:모래바람|48:스톤에지|54:대폭발
526,기가이어스,,Rock,,85,135,130,60,80,25,258,MediumSlow,45,1:모래뿌리기|1:몸통박치기|1:단단해지기|1:파워젬|1:스텔스록|12:진흙뿌리기|16:떨어뜨리기|20:철벽|24:박치기|30:스톤샤워|36:락블레스트|42:모래바람|48:스톤에지|54:대폭발
527,또르박쥐,,Psychic,Flying,55,45,43,55,43,72,65,MediumFast,190,1:바람일으키기|1:헤롱헤롱|5:염동력|10:죽기살기|15:에어컷터|20:봉인|25:승부굳히기|30:망각술|35:에어슬래시|40:사이코키네시스|45:명상|50:미래예지|55:심플빔
528,맘박쥐,,Psychic,Flying,67,57,55,77,55,114,149,MediumFast,45,1:바람일으키기|1:염동력|1:헤롱헤롱|1:죽기살기|15:에어컷터|20:봉인|25:승부굳히기|30:망각술|35:에어슬래시|40:사이코키네시스|45:명상|50:미래예지|55:심플빔
529,두더류,,Ground,,60,85,40,30,45,68,66,MediumFast,120,1:진흙뿌리기|1:고속스핀|1:흙놀이|4:할퀴기|8:손톱갈기|12:마구할퀴기|16:메탈크로우|20:모래바람|24:브레이크크루|28:스톤샤워|32:구멍파기|36:칼춤|40:드릴라이너|44:지진|48:땅가르기
530,몰드류,,Ground,Steel,110,135,60,50,65,88,178,MediumFast,60,0:뿔드릴|1:할퀴기|1:진흙뿌리기|1:고속스핀|1:흙놀이|1:일구기|1:손톱갈기|12:마구할퀴기|16:메탈크로우|20:모래바람|24:브레이크크루|28:스톤샤워|34:구멍파기|40:칼춤|46:드릴라이너|52:지진|58:땅가르기
531,다부니,,Normal,,103,60,86,60,86,50,390,Fast,255,1:막치기|1:친해지기|4:차밍보이스|9:초롱초롱눈동자|12:도우미|16:울음소리|20:사념의박치기|24:생명의물방울|28:당신먼저|32:돌진|36:심플빔|40:하이퍼보이스|44:치유의파동|48:이판사판태클|52:동료만들기|56:미스트필드|60:뒀다쓰기
532,으랏차,,Fighting,,75,80,55,25,35,35,61,MediumSlow,180,1:막치기|1:째려보기|4:안다리걸기|8:돌떨구기|12:기충전|16:벌크업|20:스톤샤워|24:힘껏치기|28:겁나는얼굴|32:폭발펀치|36:암해머|40:스톤에지|44:엄청난힘|48:힘껏펀치
533,토쇠골,,Fighting,,85,105,85,40,50,40,142,MediumSlow,90,1:막치기|1:째려보기|1:안다리걸기|1:돌떨구기|1:참기|12:기충전|16:벌크업|20:스톤샤워|24:힘껏치기|30:겁나는얼굴|36:폭발펀치|42:암해머|48:스톤에지|54:엄청난힘|60:힘껏펀치
534,노보청,,Fighting,,105,140,95,55,65,45,253,MediumSlow,45,1:막치기|1:째려보기|1:안다리걸기|1:돌떨구기|1:참기|12:기충전|16:벌크업|20:스톤샤워|24:힘껏치기|30:겁나는얼굴|36:폭발펀치|42:암해머|48:스톤에지|54:엄청난힘|60:힘껏펀치
535,동챙이,,Water,,50,50,40,50,40,64,59,MediumSlow,255,1:거품|1:울음소리|1:에코보이스|4:용해액|8:초음파|12:머드숏|16:돌림노래|20:거품광선|24:바둥바둥|28:소란피기|32:아쿠아링|36:하이퍼보이스|40:탁류|44:비바라기|48:하이드로펌프
536,두까비,,Water,Ground,75,65,55,65,55,69,134,MediumSlow,120,1:거품|1:울음소리|1:초음파|1:용해액|1:에코보이스|12:머드숏|16:돌림노래|20:거품광선|24:바둥바둥|30:소란피기|37:아쿠아링|42:하이퍼보이스|48:탁류|54:비바라기|60:하이드로펌프
537,두빅굴,,Water,Ground,105,95,75,85,75,74,255,MediumSlow,45,0:드레인펀치|1:거품|1:울음소리|1:초음파|1:용해액|1:위액|1:에코보이스|12:머드숏|16:돌림노래|20:거품광선|24:바둥바둥|30:소란피기|39:아쿠아링|46:하이퍼보이스|54:탁류|62:비바라기|70:하이드로펌프
538,던지미,,Fighting,,120,100,85,30,85,45,163,MediumFast,45,1:바위깨기|1:째려보기|1:참기|1:마룻바닥세워막기|1:조이기|5:기충전|10:배대뒤치기|15:와이드가드|20:리벤지|25:벌크업|30:업어후리기|35:받아던지기|40:지구던지기|45:버티기|50:기사회생|55:엄청난힘
539,타격귀,,Fighting,,75,125,75,30,75,85,163,MediumFast,45,1:째려보기|1:바위깨기|1:참기|5:기충전|10:두번치기|15:퍼스트가드|20:로킥|25:벌크업|30:원수갚기|35:깨트리다|40:카운터|45:버티기|50:기사회생|55:인파이트
540,두르보,,Bug,Grass,45,53,70,40,60,42,62,MediumSlow,255,1:몸통박치기|1:실뿜기|8:벌레먹음|15:잎날가르기|22:벌레의저항|29:버티기|31:끈적끈적네트|36:벌레의야단법석|43:바둥바둥
541,두르쿤,,Bug,Grass,55,63,90,50,80,42,133,MediumSlow,120,0:방어|1:몸통박치기|1:잎날가르기|1:실뿜기|1:벌레먹음|1:풀피리|22:벌레의저항|29:버티기|31:끈적끈적네트|36:벌레의야단법석|43:바둥바둥
542,모아머,,Bug,Grass,75,103,80,70,80,92,250,MediumSlow,45,0:베어가르기|1:벌레먹음|1:끈적끈적네트|1:벌레의야단법석|1:방어|1:몸통박치기|1:잎날가르기|1:실뿜기|1:풀피리|1:버티기|1:바둥바둥|1:칼등치기|22:벌레의저항|29:마지막일침|32:도우미|36:리프블레이드|39:시저크로스|43:동료만들기|46:칼춤|50:리프스톰
543,마디네,,Bug,Poison,30,45,59,30,39,57,52,MediumSlow,255,1:독침|1:웅크리기|4:구르기|8:방어|12:포이즌테일|16:싫은소리|20:벌레먹음|24:베놈쇼크|28:돌진|32:고속이동|36:맹독|40:베놈트랩|44:이판사판태클
544,휠구,,Bug,Poison,40,55,99,40,79,47,126,MediumSlow,120,0:철벽|1:독침|1:웅크리기|1:방어|1:구르기|12:포이즌테일|16:싫은소리|20:벌레먹음|26:베놈쇼크|32:돌진|38:고속이동|44:맹독|50:베놈트랩|56:이판사판태클
545,펜드라,,Bug,Poison,60,100,89,55,69,112,243,MediumSlow,45,1:독침|1:웅크리기|1:방어|1:구르기|1:바톤터치|1:철벽|12:포이즌테일|16:싫은소리|20:벌레먹음|26:베놈쇼크|34:돌진|42:고속이동|50:맹독|58:베놈트랩|66:이판사판태클|74:메가폰
546,소미안,,Grass,Fairy,40,27,60,37,50,66,56,MediumFast,190,1:흡수|1:도우미|3:요정의바람|6:저리가루|12:메가드레인|15:잎날가르기|18:성장|21:독가루|24:기가드레인|27:애교부리기|30:씨뿌리기|33:목화포자|36:에너지볼|39:쾌청|42:죽기살기|45:코튼가드|48:솔라빔
547,엘풍,,Grass,Fairy,60,67,85,77,75,116,168,MediumFast,75,1:바람일으키기|1:흡수|1:메가드레인|1:씨뿌리기|1:성장|1:잎날가르기|1:솔라빔|1:독가루|1:저리가루|1:목화포자|1:기가드레인|1:애교부리기|1:쾌청|1:추억의선물|1:도우미|1:죽기살기|1:순풍|1:에너지볼|1:코튼가드|1:폭풍|1:요정의바람|1:문포스
548,치릴리,,Grass,,45,35,50,70,50,30,56,MediumFast,190,1:흡수|1:성장|3:도우미|6:저리가루|9:메가드레인|12:애교부리기|15:메지컬리프|18:수면가루|21:기가드레인|24:씨뿌리기|27:당신먼저|30:에너지볼|33:광합성|36:쾌청|39:동료만들기|42:리프스톰
549,드레디어,,Grass,,70,60,75,110,75,90,168,MediumFast,75,0:꽃잎댄스|1:흡수|1:메가드레인|1:씨뿌리기|1:성장|1:저리가루|1:수면가루|1:기가드레인|1:애교부리기|1:광합성|1:쾌청|1:도우미|1:흔들흔들댄스|1:에너지볼|1:리프스톰|1:나비춤|1:동료만들기|1:당신먼저|1:꽃보라|5:메지컬리프
550,배쓰나이,,Water,,70,92,65,80,55,98,161,MediumFast,190,1:꼬리흔들기|1:물대포|4:몸통박치기|8:바둥바둥|12:아쿠아제트|16:물기|20:겁나는얼굴|24:박치기|28:물붓기|32:깨물어부수기|36:돌진|40:목숨걸기|44:웨이브태클|48:난동부리기|52:이판사판태클|56:양날박치기
551,깜눈크,,Ground,Dark,50,72,35,35,35,65,58,MediumSlow,180,1:째려보기|1:기어오르기|3:모래뿌리기|6:손톱갈기|9:모래지옥|12:겁나는얼굴|15:물기|18:트집|21:구멍파기|24:뽐내기|27:깨물어부수기|30:모래바람|33:속임수|36:지진|39:난동부리기
552,악비르,,Ground,Dark,60,82,45,45,45,74,123,MediumSlow,90,1:모래뿌리기|1:째려보기|1:손톱갈기|1:기어오르기|9:모래지옥|12:겁나는얼굴|15:물기|18:트집|21:구멍파기|24:뽐내기|27:깨물어부수기|32:모래바람|35:속임수|42:지진|47:난동부리기
553,악비아르,,Ground,Dark,95,117,80,65,70,92,260,MediumSlow,45,1:모래뿌리기|1:째려보기|1:손톱갈기|1:기어오르기|9:모래지옥|12:겁나는얼굴|15:물기|18:트집|21:구멍파기|24:뽐내기|27:깨물어부수기|32:모래바람|35:속임수|44:지진|51:난동부리기|58:역린
554,달막화,,Fire,,70,90,45,15,45,50,63,MediumSlow,120,1:몸통박치기|1:불꽃세례|4:도발|8:물기|12:불태우기|16:분발|20:불꽃엄니|24:박치기|28:불꽃펀치|32:소란피기|36:배북|40:플레어드라이브|44:난동부리기|48:엄청난힘
555,불비달마,,Fire,,105,140,55,30,55,95,168,MediumSlow,60,0:암해머|1:몸통박치기|1:물기|1:불꽃세례|1:도발|12:불태우기|16:분발|20:불꽃엄니|24:박치기|28:불꽃펀치|32:소란피기|38:배북|44:플레어드라이브|50:난동부리기|56:엄청난힘
556,마라카치,,Grass,,75,86,67,106,67,60,161,MediumFast,255,1:쪼기|1:흡수|1:뿌리박기|1:당신먼저|1:니들가드|4:성장|8:메가드레인|12:씨뿌리기|16:기습|20:바늘미사일|24:기가드레인|28:달콤한향기|32:광합성|36:꽃보라|40:목화포자|44:쾌청|48:솔라빔|52:경혈찌르기|56:꽃잎댄스|60:코튼가드
557,돌살이,,Bug,Rock,50,65,85,35,35,55,65,MediumFast,190,1:모래뿌리기|1:연속자르기|4:껍질에숨기|8:떨어뜨리기|12:벌레먹음|16:바둥바둥|20:베어가르기|24:스톤샤워|28:스텔스록|32:락블레스트|36:시저크로스|40:록커트|44:껍질깨기|48:암석포
558,암팰리스,,Bug,Rock,70,95,125,65,75,45,170,MediumFast,75,1:모래뿌리기|1:껍질에숨기|1:연속자르기|1:떨어뜨리기|12:벌레먹음|16:바둥바둥|20:베어가르기|24:스톤샤워|28:스텔스록|32:락블레스트|38:시저크로스|44:록커트|50:껍질깨기|56:암석포
559,곤율랭,,Dark,Fighting,50,75,70,35,70,48,70,MediumFast,180,1:째려보기|1:안다리걸기|4:보복|8:박치기|12:모래뿌리기|16:객기|20:방어|24:집단구타|28:겁나는얼굴|32:깨트리다|36:뽐내기|40:깨물어부수기|44:무릎차기|48:힘껏펀치|52:양날박치기
560,곤율거니,,Dark,Fighting,65,90,115,45,115,58,171,MediumFast,90,1:박치기|1:째려보기|1:안다리걸기|1:보복|1:속여때리기|12:모래뿌리기|16:객기|20:방어|24:집단구타|28:겁나는얼굴|32:깨트리다|36:뽐내기|42:깨물어부수기|48:무릎차기|54:힘껏펀치|60:양날박치기
561,심보러,,Psychic,Flying,72,58,80,103,80,97,172,MediumFast,45,1:바람일으키기|1:염동력|5:중력|10:최면술|15:에어컷터|20:환상빔|25:날려버리기|30:코스믹파워|35:에어슬래시|40:사이코키네시스|45:순풍|50:빛의장막|50:리플렉터|55:불새|60:스킬스웹
562,데스마스,,Ghost,,38,30,85,55,65,30,61,MediumFast,190,1:방어|1:놀래키기|1:회복봉인|4:흑안개|8:나이트헤드|12:사슬묶기|16:도깨비불|20:트릭가드|24:병상첨병|28:검은눈빛|32:원념|36:저주|40:섀도볼|44:악의파동|48:가드셰어|48:파워셰어|52:길동무
563,데스니칸,,Ghost,,58,50,145,95,105,30,169,MediumFast,90,0:섀도크루|1:나이트헤드|1:흑안개|1:방어|1:겁나는얼굴|1:놀래키기|1:회복봉인|12:사슬묶기|16:도깨비불|20:트릭가드|24:병상첨병|28:검은눈빛|32:원념|38:저주|44:섀도볼|50:악의파동|56:가드셰어|56:파워셰어|62:길동무
564,프로토가,,Water,Rock,54,78,103,53,45,22,71,MediumFast,45,1:물대포|1:껍질에숨기|1:참기|3:방어|6:아쿠아제트|9:떨어뜨리기|12:원시의힘|15:물기|18:와이드가드|21:소금물|24:스톤샤워|27:깨물어부수기|30:저주|33:철벽|36:아쿠아테일|39:비바라기|42:하이드로펌프|45:껍질깨기
565,늑골라,,Water,Rock,74,108,133,83,65,32,173,MediumFast,45,1:물대포|1:껍질에숨기|1:방어|1:아쿠아제트|1:참기|9:떨어뜨리기|12:원시의힘|15:물기|18:와이드가드|21:소금물|24:스톤샤워|27:깨물어부수기|30:저주|33:철벽|36:아쿠아테일|41:비바라기|46:하이드로펌프|51:껍질깨기
566,아켄,,Rock,Flying,55,112,45,74,45,70,71,MediumFast,45,1:째려보기|1:전광석화|3:돌떨구기|6:날개치기|9:용의숨결|12:원시의힘|15:쪼아대기|18:퍼스트가드|21:유턴|24:스톤샤워|27:겁나는얼굴|30:깨물어부수기|33:고속이동|36:순풍|39:드래곤크루|42:난동부리기|45:죽기살기
567,아케오스,,Rock,Flying,75,140,65,112,65,110,177,MediumFast,45,1:날개치기|1:째려보기|1:돌떨구기|1:전광석화|9:용의숨결|12:원시의힘|15:쪼아대기|18:퍼스트가드|21:유턴|24:스톤샤워|27:겁나는얼굴|30:깨물어부수기|33:고속이동|36:순풍|41:드래곤크루|46:난동부리기|51:죽기살기
568,깨봉이,,Poison,,50,50,62,40,62,65,66,MediumFast,190,1:막치기|1:독가스|3:리사이클|6:애시드봄|9:망각술|12:클리어스모그|15:독압정|18:오물공격|21:비축하기|21:꿀꺽|24:돌진|27:오물폭탄|30:맹독|33:트림|37:아픔나누기|39:더스트슈트|42:대폭발
569,더스트나,,Poison,,80,95,82,60,82,75,166,MediumFast,60,1:막치기|1:돌진|1:독가스|1:메탈크로우|1:리사이클|1:애시드봄|9:망각술|12:클리어스모그|15:독압정|18:오물공격|21:비축하기|21:꿀꺽|24:누르기|27:오물폭탄|30:맹독|33:트림|39:아픔나누기|43:더스트슈트|48:대폭발
570,조로아,,Dark,,40,65,40,80,40,65,66,MediumSlow,75,1:할퀴기|1:째려보기|4:트집|8:손톱갈기|12:마구할퀴기|16:겁나는얼굴|20:도발|24:탁쳐서떨구기|28:거짓울음|32:고속이동|36:봉인|40:나이트버스트|44:나쁜음모|48:속임수
571,조로아크,,Dark,,60,105,60,120,60,105,179,MediumSlow,45,0:깜짝베기|1:할퀴기|1:째려보기|1:트집|1:유턴|1:손톱갈기|1:겁나는얼굴|1:따라가때리기|12:마구할퀴기|20:도발|24:탁쳐서떨구기|28:거짓울음|34:고속이동|40:봉인|46:나이트버스트|52:나쁜음모|58:속임수
572,치라미,,Normal,,55,50,40,40,40,75,60,Fast,255,1:막치기|1:초롱초롱눈동자|4:도우미|8:에코보이스|12:노래하기|16:애교부리기|20:스피드스타|24:앵콜|28:당신먼저|32:스위프뺨치기|36:간지르기|40:힘껏치기|44:하이퍼보이스|48:뒀다쓰기
573,치라치노,,Normal,,75,95,60,65,60,115,165,Fast,60,0:스위프뺨치기|1:힘껏치기|1:스피드스타|1:앵콜|1:도우미|1:하이퍼보이스|1:간지르기|1:락블레스트|1:뒀다쓰기|1:당신먼저|1:에코보이스|1:초롱초롱눈동자|1:기관총|1:노래하기|1:애교부리기|1:막치기
574,고디탱,,Psychic,,45,30,50,55,65,45,58,MediumSlow,200,1:막치기|1:염동력|4:친해지기|8:간지르기|12:환상빔|16:애교부리기|20:사이코쇼크|24:최면술|28:거짓울음|33:자기암시|34:회복봉인|36:사이코키네시스|40:부추기기|44:미래예지|48:매직룸
575,고디보미,,Psychic,,60,45,70,75,85,55,137,MediumSlow,100,1:막치기|1:염동력|1:간지르기|1:친해지기|12:환상빔|16:애교부리기|20:사이코쇼크|24:최면술|28:거짓울음|34:회복봉인|35:자기암시|40:사이코키네시스|46:부추기기|52:미래예지|58:매직룸
576,고디모아젤,,Psychic,,70,55,95,95,110,65,245,MediumSlow,50,1:막치기|1:염동력|1:간지르기|1:친해지기|12:환상빔|16:애교부리기|20:사이코쇼크|24:최면술|28:거짓울음|34:회복봉인|35:자기암시|40:사이코키네시스|48:부추기기|56:미래예지|64:매직룸
577,유니란,,Psychic,,45,30,40,105,50,20,58,MediumSlow,200,1:염동력|1:방어|1:사이코웨이브|4:HP회복|8:죽기살기|12:환상빔|16:애교부리기|20:사이코쇼크|24:빛의장막|24:리플렉터|28:사이드체인지|33:아픔나누기|36:사이코키네시스|40:스킬스웹|44:미래예지|46:회복봉인|48:원더룸
578,듀란,,Psychic,,65,40,50,125,60,30,130,MediumSlow,100,1:염동력|1:HP회복|1:사이코웨이브|1:방어|1:죽기살기|1:가로챔|12:환상빔|16:애교부리기|20:사이코쇼크|24:빛의장막|24:리플렉터|28:사이드체인지|35:아픔나누기|40:사이코키네시스|46:스킬스웹|50:회복봉인|52:미래예지|58:원더룸
579,란쿨루스,,Psychic,,110,65,75,125,85,30,245,MediumSlow,50,0:암해머|1:염동력|1:HP회복|1:방어|1:죽기살기|1:잼잼펀치|1:사이코웨이브|1:가로챔|12:환상빔|16:애교부리기|20:사이코쇼크|24:빛의장막|24:리플렉터|28:사이드체인지|35:아픔나누기|40:사이코키네시스|48:스킬스웹|54:회복봉인|56:미래예지|64:원더룸
580,꼬지보리,,Water,Flying,62,44,50,44,50,55,61,MediumFast,190,1:물대포|6:안개제거|9:날개치기|13:물의파동|15:제비반환|19:거품광선|21:깃털댄스|24:아쿠아링|27:에어슬래시|30:날개쉬기|34:비바라기|37:순풍|41:브레이브버드|46:폭풍
581,스완나,,Water,Flying,75,87,63,87,63,98,166,MediumFast,45,1:날개치기|1:물대포|1:안개제거|13:물의파동|15:제비반환|19:거품광선|21:깃털댄스|24:아쿠아링|27:에어슬래시|30:날개쉬기|34:비바라기|40:순풍|47:브레이브버드|55:폭풍
582,바닐프티,,Ice,,36,50,50,65,60,44,61,Slow,255,1:단단해지기|1:놀래키기|1:눈싸라기|4:도발|8:흰안개|12:얼다바람|16:눈사태|20:싸라기눈|24:고드름침|28:소란피기|32:녹기|36:미러코트|40:냉동빔|44:눈보라|48:절대영도
583,바닐리치,,Ice,,51,65,65,80,75,59,138,Slow,120,1:흰안개|1:단단해지기|1:도발|1:놀래키기|1:눈싸라기|12:얼다바람|16:눈사태|20:싸라기눈|24:고드름침|28:소란피기|32:녹기|38:미러코트|44:냉동빔|50:눈보라|56:절대영도
584,배바닐라,,Ice,,71,95,85,110,95,79,268,Slow,45,1:흰안개|1:단단해지기|1:도발|1:놀래키기|1:눈싸라기|1:웨더볼|1:고드름떨구기|1:프리즈드라이|12:얼다바람|16:눈사태|20:싸라기눈|24:고드름침|28:소란피기|32:녹기|38:미러코트|44:냉동빔|52:눈보라|60:절대영도
